1;1;95.20946258;45;-11.69
1;2;95.20946258;40;-11.69
1;3;95.20946258;35;-11.69
1;4;95.20946258;35;-9.93
1;5;95.20946258;35;-4.93
1;6;95.20946258;35;0.07
1;7;95.20946258;35;5.07
1;8;95.20946258;35;10.07
1;9;95.20946258;35;15.07
1;10;95.20946258;35;20.07
1;11;95.20946258;35;25.07
1;12;95.20946258;35;30.07
1;13;95.20946258;35;35.07
1;14;95.20946258;35;40.07
1;15;95.20946258;35;45.07
1;16;95.20946258;35;50.07
1;17;95.20946258;35;55.07
1;18;95.20946258;35;60.07
1;19;95.20946258;35;61.83
1;20;95.20946258;40;61.83
1;21;95.20946258;45;61.83
1;22;95.20946258;45;61.83
1;23;95.20946258;45;61.83
1;24;95.20946258;45;61.83
1;25;95.20946258;45;60.07
1;26;95.20946258;45;55.07
1;27;95.20946258;45;50.07
1;28;95.20946258;45;45.07
1;29;95.20946258;45;40.07
1;30;95.20946258;45;35.07
1;31;95.20946258;45;30.07
1;32;95.20946258;45;25.07
1;33;95.20946258;45;20.07
1;34;95.20946258;45;15.07
1;35;95.20946258;45;10.07
1;36;95.20946258;45;5.07
1;37;95.20946258;45;0.07
1;38;95.20946258;45;-4.93
1;39;95.20946258;45;-9.93
1;40;95.20946258;45;-11.69
1;41;95.20946258;45;-11.69
1;42;95.20946258;45;-11.69
2;1;101;45;36.76
2;2;101;45;36.76
2;3;101;45;36.76
2;4;101;45;35.00
2;5;101;45;30.00
2;6;101;45;25.00
2;7;101;45;20.00
2;8;101;45;15.00
2;9;101;45;10.00
2;10;101;45;5.00
2;11;101;45;0.00
2;12;101;45;-5.00
2;13;101;45;-10.00
2;14;101;45;-15.00
2;15;101;45;-20.00
2;16;101;45;-25.00
2;17;101;45;-30.00
2;18;101;45;-35.00
2;19;101;45;-36.76
2;20;101;45;-36.76
2;21;101;45;-36.76
2;22;101;45;-36.76
2;23;101;40;-36.76
2;24;101;35;-36.76
2;25;101;35;-35.00
2;26;101;35;-30.00
2;27;101;35;-25.00
2;28;101;35;-20.00
2;29;101;35;-15.00
2;30;101;35;-10.00
2;31;101;35;-5.00
2;32;101;35;0.00
2;33;101;35;5.00
2;34;101;35;10.00
2;35;101;35;15.00
2;36;101;35;20.00
2;37;101;35;25.00
2;38;101;35;30.00
2;39;101;35;35.00
2;40;101;35;36.76
2;41;101;40;36.76
2;42;101;45;36.76
3;1;95.20946258;45;-61.83
3;2;95.20946258;40;-61.83
3;3;95.20946258;35;-61.83
3;4;95.20946258;35;-60.07
3;5;95.20946258;35;-55.07
3;6;95.20946258;35;-50.07
3;7;95.20946258;35;-45.07
3;8;95.20946258;35;-40.07
3;9;95.20946258;35;-35.07
3;10;95.20946258;35;-30.07
3;11;95.20946258;35;-25.07
3;12;95.20946258;35;-20.07
3;13;95.20946258;35;-15.07
3;14;95.20946258;35;-10.07
3;15;95.20946258;35;-5.07
3;16;95.20946258;35;-0.07
3;17;95.20946258;35;4.93
3;18;95.20946258;35;9.93
3;19;95.20946258;35;11.69
3;20;95.20946258;40;11.69
3;21;95.20946258;45;11.69
3;22;95.20946258;45;11.69
3;23;95.20946258;45;11.69
3;24;95.20946258;45;11.69
3;25;95.20946258;45;9.93
3;26;95.20946258;45;4.93
3;27;95.20946258;45;-0.07
3;28;95.20946258;45;-5.07
3;29;95.20946258;45;-10.07
3;30;95.20946258;45;-15.07
3;31;95.20946258;45;-20.07
3;32;95.20946258;45;-25.07
3;33;95.20946258;45;-30.07
3;34;95.20946258;45;-35.07
3;35;95.20946258;45;-40.07
3;36;95.20946258;45;-45.07
3;37;95.20946258;45;-50.07
3;38;95.20946258;45;-55.07
3;39;95.20946258;45;-60.07
3;40;95.20946258;45;-61.83
3;41;95.20946258;45;-61.83
3;42;95.20946258;45;-61.83
4;1;95.20946258;45;-61.83
4;2;95.20946258;40;-61.83
4;3;95.20946258;35;-61.83
4;4;95.20946258;35;-60.07
4;5;95.20946258;35;-55.07
4;6;95.20946258;35;-50.07
4;7;95.20946258;35;-45.07
4;8;95.20946258;35;-40.07
4;9;95.20946258;35;-35.07
4;10;95.20946258;35;-30.07
4;11;95.20946258;35;-25.07
4;12;95.20946258;35;-20.07
4;13;95.20946258;35;-15.07
4;14;95.20946258;35;-10.07
4;15;95.20946258;35;-5.07
4;16;95.20946258;35;-0.07
4;17;95.20946258;35;4.93
4;18;95.20946258;35;9.93
4;19;95.20946258;35;11.69
4;20;95.20946258;40;11.69
4;21;95.20946258;45;11.69
4;22;95.20946258;45;11.69
4;23;95.20946258;45;11.69
4;24;95.20946258;45;11.69
4;25;95.20946258;45;9.93
4;26;95.20946258;45;4.93
4;27;95.20946258;45;-0.07
4;28;95.20946258;45;-5.07
4;29;95.20946258;45;-10.07
4;30;95.20946258;45;-15.07
4;31;95.20946258;45;-20.07
4;32;95.20946258;45;-25.07
4;33;95.20946258;45;-30.07
4;34;95.20946258;45;-35.07
4;35;95.20946258;45;-40.07
4;36;95.20946258;45;-45.07
4;37;95.20946258;45;-50.07
4;38;95.20946258;45;-55.07
4;39;95.20946258;45;-60.07
4;40;95.20946258;45;-61.83
4;41;95.20946258;45;-61.83
4;42;95.20946258;45;-61.83
5;1;101;45;36.76
5;2;101;45;36.76
5;3;101;45;36.76
5;4;101;45;35.00
5;5;101;45;30.00
5;6;101;45;25.00
5;7;101;45;20.00
5;8;101;45;15.00
5;9;101;45;10.00
5;10;101;45;5.00
5;11;101;45;0.00
5;12;101;45;-5.00
5;13;101;45;-10.00
5;14;101;45;-15.00
5;15;101;45;-20.00
5;16;101;45;-25.00
5;17;101;45;-30.00
5;18;101;45;-35.00
5;19;101;45;-36.76
5;20;101;45;-36.76
5;21;101;45;-36.76
5;22;101;45;-36.76
5;23;101;40;-36.76
5;24;101;35;-36.76
5;25;101;35;-35.00
5;26;101;35;-30.00
5;27;101;35;-25.00
5;28;101;35;-20.00
5;29;101;35;-15.00
5;30;101;35;-10.00
5;31;101;35;-5.00
5;32;101;35;0.00
5;33;101;35;5.00
5;34;101;35;10.00
5;35;101;35;15.00
5;36;101;35;20.00
5;37;101;35;25.00
5;38;101;35;30.00
5;39;101;35;35.00
5;40;101;35;36.76
5;41;101;40;36.76
5;42;101;45;36.76
6;1;95.20946258;45;-11.69
6;2;95.20946258;40;-11.69
6;3;95.20946258;35;-11.69
6;4;95.20946258;35;-9.93
6;5;95.20946258;35;-4.93
6;6;95.20946258;35;0.07
6;7;95.20946258;35;5.07
6;8;95.20946258;35;10.07
6;9;95.20946258;35;15.07
6;10;95.20946258;35;20.07
6;11;95.20946258;35;25.07
6;12;95.20946258;35;30.07
6;13;95.20946258;35;35.07
6;14;95.20946258;35;40.07
6;15;95.20946258;35;45.07
6;16;95.20946258;35;50.07
6;17;95.20946258;35;55.07
6;18;95.20946258;35;60.07
6;19;95.20946258;35;61.83
6;20;95.20946258;40;61.83
6;21;95.20946258;45;61.83
6;22;95.20946258;45;61.83
6;23;95.20946258;45;61.83
6;24;95.20946258;45;61.83
6;25;95.20946258;45;60.07
6;26;95.20946258;45;55.07
6;27;95.20946258;45;50.07
6;28;95.20946258;45;45.07
6;29;95.20946258;45;40.07
6;30;95.20946258;45;35.07
6;31;95.20946258;45;30.07
6;32;95.20946258;45;25.07
6;33;95.20946258;45;20.07
6;34;95.20946258;45;15.07
6;35;95.20946258;45;10.07
6;36;95.20946258;45;5.07
6;37;95.20946258;45;0.07
6;38;95.20946258;45;-4.93
6;39;95.20946258;45;-9.93
6;40;95.20946258;45;-11.69
6;41;95.20946258;45;-11.69
6;42;95.20946258;45;-11.69
